candidate_district_checked,candidate_id_checked,Name,candidate_office_checked,candidate_party_checked,candidate_state_checked,candidate_url,Sector,committee_url,date_signed_formatted,district_checked,election_code,election_other_description,Growth of $1 during Run,expenditure_date_formatted,expenditure_purpose_code,expenditure_purpose_descrip,filer_committee_id_number,form_type,memo_code,memo_text_description,payee_city,payee_name_simplified,payee_organization_name,payee_state,payee_street_1,payee_street_2,payee_zip,race_url,short_office,superceded_by_amendment,support_oppose_checked,transaction_id,,,,
8,H4FL08085,Albemarle Corp,H,D,FL,/candidate/2014/rothblatt-gabriel/H4FL08085/,Materials,/committee/2014/space-pac/C00560771/,,655,G2014,,35,2014-10-09,,Radio Advertisement,C00560771,SE,, ,Melbourne,Horizon Broadcasting Company LLC,Horizon Broadcasting Company LLC,FL,380 N Wickham Rd,Suite 1,32935,/race/2014/H/FL/08/,FL-08,FALSE,S,SE.4869,,,,
8,H4FL08085,Chipotle Mexican Grill,H,D,FL,/candidate/2014/rothblatt-gabriel/H4FL08085/,Consumer Discretionary,/committee/2014/space-pac/C00560771/,,655,G2014,,44,2014-10-09,,Radio Advertisement,C00560771,SE,, ,Port St. Lucie,iHeartMedia Inc.,iHeartMedia Inc.,FL,3771 SE Jennings Road,,34952,/race/2014/H/FL/08/,FL-08,FALSE,S,SE.4870,,,,
52,H2CA52089,Boston Scientific,H,D,CA,/candidate/2014/peters-scott/H2CA52089/,Health Care,/committee/2014/planned-parenthood-action-fund-of-the-pacific-southwest/C90011412/,,610,G2014,,90,2014-10-08,,TV Ads,C90011412,F57,,,Sacramento,Media Solutions,Media Solutions,CA,"707 Commons Drive, Suite 201",,95825,/race/2014/H/CA/52/,CA-52,FALSE,S,EDTEALC166,,,,
52,H2CA52089,American Electric Power,H,D,CA,/candidate/2014/peters-scott/H2CA52089/,Utilities,/committee/2014/planned-parenthood-action-fund-of-the-pacific-southwest/C90011412/,,610,G2014,,7,2014-10-08,,Mailer,C90011412,F57,,,San Francisco,"AMS Communications, Inc.","AMS Communications, Inc.",CA,"500 Sansome Street, Suite 404",,94111,/race/2014/H/CA/52/,CA-52,FALSE,S,EDTEALC151,,,,
2,H2AZ08102,JPMorgan Chase & Co.,H,R,AZ,/candidate/2014/mcsally-martha-e/H2AZ08102/,Financials,/committee/2014/yg-network-inc/C90013038/,,555,G2014,,82,2014-10-07,,TELEVISION AD PLACEMENT  PRODUCTION,C90013038,F57,,,ALEXANDRIA,NATIONAL MEDIA PUBLIC AFFAIRS LLC,NATIONAL MEDIA PUBLIC AFFAIRS LLC,VA,815 SLATERS LANE,,22314,/race/2014/H/AZ/02/,AZ-02,FALSE,S,F57.4408,,,,
,S4NC00162,Stryker Corp.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Health Care,/committee/2014/nea-advocacy-fund/C00489815/,,1034,G2014,,97,2014-10-07,,Payment of Debt: Production for TV Ad,C00489815,SE,,See Schedule D ,Washington,Prism Communications,Prism Communications,DC,2715 M Street NW Suite 100,,20007,/race_id/1034/,NC (Sen.),FALSE,S,B535534,,,,
,S8MN00438,Micron Technology,S,D,MN,/candidate/2014/franken-al/S8MN00438/,Information Technology,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,1027,G2014,,102,2014-10-07,,TV ad buy,C90015025,F57,,,Washington,Canal Partners Media,Canal Partners Media,DC,1027 33rd Street NW,Suite 140,20007,/race_id/1027/,MN (Sen.),FALSE,S,F57.4128,,,,
,S8MN00438,Discover Financial Services,S,D,MN,/candidate/2014/franken-al/S8MN00438/,Financials,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,1027,G2014,,35,2014-10-07,,Production expenses for video,C90015025,F57,,,Washington,Fluent Inc.,Fluent Inc.,DC,2480 16th Street NW,#617,20009,/race_id/1027/,MN (Sen.),FALSE,S,F57.4130,,,,
,S8MN00438,Electronic Arts,S,D,MN,/candidate/2014/franken-al/S8MN00438/,Information Technology,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,1027,G2014,,46,2014-10-07,,Digital ad buy,C90015025,F57,,,Washington,Talbot Digital,Talbot Digital,DC,1454 Belmont Street NW,,20009,/race_id/1027/,MN (Sen.),FALSE,S,F57.4148,,,,
0,S4CO00395,Public Serv. Enterprise Inc.,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Utilities,/committee/2014/us-chamber-of-commerce/C90013145/,,992,G2014,,117,2014-10-07,,"TV and Digital advertisement Jeb Bush supports Cory Gardner supporting Cory Gardner, 10/9 - 10/19.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/992/,CO (Sen.),FALSE,S,57544257,,,,
,S6KS00080,Discovery Communications-C,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Consumer Discretionary,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1012,G2014,,49,2014-10-07,,Internet Advertising,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/1012/,KS (Sen.),FALSE,S,62086087,,,,
0,S4AR00103,ONEOK,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Energy,/committee/2014/senate-conservatives-fund/C00448696/,,986,O2014,General 2014,19,2014-10-07,,IE-Cotton-Media Buy,C00448696,SE,,,Stafford,Rapid Response Television,Rapid Response Television,TX,4850 Wright Rd,Ste 168,774774121,/race_id/986/,AR (Sen.),FALSE,S,E8E0B6F6F73634E1C93B,,,,
0,S4NE00090,Arconic Inc,S,R,NE,/candidate/2014/sasse-benjamin-e/S4NE00090/,Industrials,/committee/2014/senate-conservatives-fund/C00448696/,,1039,O2014,General 2014,41,2014-10-07,,IE-Sasse-Media Buy,C00448696,SE,,,Stafford,Rapid Response Television,Rapid Response Television,TX,4850 Wright Rd,Ste 168,774774121,/race_id/1039/,NE (Sen.),FALSE,S,EA3A2609C2C194A12872,,,,
13,H4FL13101,NetApp,H,R,FL,/candidate/2014/jolly-david-w/H4FL13101/,Information Technology,/committee/2014/defending-main-street-superpac-inc/C00540203/,,634,G2014,,7,2014-10-07,,Radio Ad Production and Placement,C00540203,SE,, ,Washington,Honold Communications,Honold Communications,DC,630 Browns Court SE,,20003,/race/2014/H/FL/13/,FL-13,FALSE,S,SE.4303,,,,
,S8CO00172,Kraft Heinz Co,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Consumer Staples,/committee/2014/league-of-conservation-voters-inc/C90005786/,,992,G2014,,103,2014-10-06,,Phone Calls (Reported as an est. of $40000 to Stones' Phones on 10/8 48 hr rpt),C90005786,F57,,,Saint Louis,Freestone Communications,Freestone Communications,MO,7442 Stratford Avenue,,631304000,/race_id/992/,CO (Sen.),FALSE,S,A7E05DF8DFCFE49F2B7E,,,,
2,H4ME02200,United Parcel Service,H,D,ME,/candidate/2014/cain-emily-ann/H4ME02200/,Industrials,/committee/2014/league-of-conservation-voters-inc/C90005786/,,741,G2014,,99,2014-10-06,,"Phone Calls (Previously reported as an estimate of $33,088 on 10/8 48 hour report)",C90005786,F57,,,Washington,"Winning Connections, Inc.","Winning Connections, Inc.",DC,317 Pennsylvania Ave SE,2nd Floor,200031148,/race/2014/H/ME/02/,ME-02,FALSE,S,A703FFCF044D544EA8E0,,,,
2,H2IL02172,Intuitive Surgical Inc.,H,D,IL,/candidate/2014/kelly-robin-l/H2IL02172/,Health Care,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,690,G2014,,52,2014-10-06,,Digital ad buy,C90015025,F57,,,Washington,Chong + Koster,Chong + Koster,DC,1244 19th Street NW,,20036,/race/2014/H/IL/02/,IL-02,FALSE,S,F57.4104,,,,
2,H2IL02172,Sysco Corp.,H,D,IL,/candidate/2014/kelly-robin-l/H2IL02172/,Consumer Staples,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,690,G2014,,29,2014-10-06,,TV ad buy,C90015025,F57,,,Washington,Canal Partners Media,Canal Partners Media,DC,1027 33rd Street NW,Suite 140,20007,/race/2014/H/IL/02/,IL-02,FALSE,S,F57.4108,,,,
2,H2AZ08102,Incyte,H,R,AZ,/candidate/2014/mcsally-martha-e/H2AZ08102/,Health Care,/committee/2014/us-chamber-of-commerce/C90013145/,,555,G2014,,57,2014-10-06,,"TV and Digital advertisement Elijan a Martha McSally supporting Martha McSally, 10/8 - 11/4.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race/2014/H/AZ/02/,AZ-02,FALSE,S,57535662,,,,
0,S4CO00395,"AvalonBay Communities, Inc.",S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Real Estate,/committee/2014/us-chamber-of-commerce/C90013145/,,992,G2014,,26,2014-10-06,,"TV and Digital advertisement Elijan a Cory Gardner supporting Cory Gardner, 10/8 - 10/26.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/992/,CO (Sen.),FALSE,S,57535660,,,,
21,H2CA20094,Tyson Foods,H,R,CA,/candidate/2014/valadao-david/H2CA20094/,Consumer Staples,/committee/2014/us-chamber-of-commerce/C90013145/,,576,G2014,,116,2014-10-06,,"TV and Digital advertisement Elijan a David Valadao supporting David Valadao, 10/8 - 10/26.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race/2014/H/CA/21/,CA-21,FALSE,S,57535661,,,,
,S4IA00129,Apache Corporation,S,R,IA,/candidate/2014/ernst-joni-k/S4IA00129/,Energy,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1004,G2014,,115,2014-10-06,,Production of postcard,C90013301,F57,,,Gaithersburg,"Prolist, Inc.","Prolist, Inc.",MD,8341 Beechcraft Avenue,,20879,/race_id/1004/,IA (Sen.),FALSE,S,F57.5356,,,,
,S4IA00129,Nucor Corp.,S,R,IA,/candidate/2014/ernst-joni-k/S4IA00129/,Materials,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1004,G2014,,113,2014-10-06,,Postage for postcard,C90013301,F57,,,Gaithersburg,"Prolist, Inc.","Prolist, Inc.",MD,8341 Beechcraft Avenue,,20879,/race_id/1004/,IA (Sen.),FALSE,S,F57.5355,,,,
17,H4CA12055,Chesapeake Energy,H,D,CA,/candidate/2014/khanna-rohit/H4CA12055/,Energy,/committee/2014/californians-for-innovation/C00566679/,,571,G2014,,9,2014-10-06,,Postage,C00566679,SE,, ,Sacramento,"Mailrite Print  Mail, Inc.","Mailrite Print  Mail, Inc.",CA,"834 Striker Ave., Suite C",,95834,/race/2014/H/CA/17/,CA-17,FALSE,S,EDTEALC4,,,,
17,H4CA12055,Transocean,H,D,CA,/candidate/2014/khanna-rohit/H4CA12055/,Energy,/committee/2014/californians-for-innovation/C00566679/,,571,G2014,,77,2014-10-06,,Literature,C00566679,SE,, ,Sacramento,"Mailrite Print  Mail, Inc.","Mailrite Print  Mail, Inc.",CA,"834 Striker Ave., Suite C",,95834,/race/2014/H/CA/17/,CA-17,FALSE,S,EDTEALC6,,,,
,S8AK00090,McDonald's Corp.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Consumer Discretionary,/committee/2014/league-of-conservation-voters-inc/C90005786/,,982,G2014,,83,2014-10-03,,Contribution for IE-Field Canvass,C90005786,F57,,,Anchorage,Alaska SalmonPAC,Alaska SalmonPAC,AK,1231 West Northern Lights Blvd,#515,995032337,/race_id/982/,AK (Sen.),FALSE,S,A5E9B9AFB4A8A427F9E9,,,,
36,H2CA36439,Marriott Int'l.,H,D,CA,/candidate/2014/ruiz-raul-dr/H2CA36439/,Consumer Discretionary,/committee/2014/planned-parenthood-action-fund-of-the-pacific-southwest/C90011412/,,592,G2014,,99,2014-10-03,,Mailer,C90011412,F57,,,San Francisco,"AMS Communications, Inc.","AMS Communications, Inc.",CA,"500 Sansome Street, Suite 404",,94111,/race/2014/H/CA/36/,CA-36,FALSE,S,EDTEALC147,,,,
52,H2CA52089,Crown Castle International Corp.,H,D,CA,/candidate/2014/peters-scott/H2CA52089/,Real Estate,/committee/2014/planned-parenthood-action-fund-of-the-pacific-southwest/C90011412/,,610,G2014,,108,2014-10-03,,Mailer,C90011412,F57,,,San Francisco,"AMS Communications, Inc.","AMS Communications, Inc.",CA,"500 Sansome Street, Suite 404",,94111,/race/2014/H/CA/52/,CA-52,FALSE,S,EDTEALC146,,,,
3,H6WV04057,CBRE Group,H,D,WV,/candidate/2014/rahall-nick-j-ii/H6WV04057/,Real Estate,/committee/2014/house-majority-pac/C00495028/,,980,G2014,,51,2014-10-03,,Television Advertising,C00495028,SE,, ,Washington,Waterfront Strategies,Waterfront Strategies,DC,3050 K St NW,Ste 100,200075108,/race/2014/H/WV/03/,WV-03,FALSE,S,VN7GD9WCNP1,,,,
0,S4AR00103,Medtronic plc,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Health Care,/committee/2014/emergency-committee-for-israel/C90013244/,,986,G2014,,110,2014-10-02,,Radio Advertising Buy,C90013244,F57,,,Washington,Craft Media/Digital,Craft Media/Digital,DC,"1600 K St., NW",Suite 300,20006,/race_id/986/,AR (Sen.),FALSE,S,F57.4258,,,,
0,S4AR00103,Boeing Company,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Industrials,/committee/2014/emergency-committee-for-israel/C90013244/,,986,G2014,,31,2014-10-02,,TV Advertising Buy,C90013244,F57,,,Washington,Craft Media/Digital,Craft Media/Digital,DC,"1600 K St., NW",Suite 300,20006,/race_id/986/,AR (Sen.),FALSE,S,F57.4244,,,,
0,S4AR00103,Schlumberger Ltd.,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Energy,/committee/2014/emergency-committee-for-israel/C90013244/,,986,G2014,,107,2014-10-02,,Online Advertising Buy,C90013244,F57,,,Arlington,Deep Root Analytics LLC,Deep Root Analytics LLC,VA,1100 Wilson Blvd.,Suite 950,22209,/race_id/986/,AR (Sen.),FALSE,S,F57.4267,,,,
0,S4AK00214,Fiserv Inc,S,R,AK,/candidate/2014/sullivan-dan/S4AK00214/,Information Technology,/committee/2014/us-chamber-of-commerce/C90013145/,,982,G2014,,9,2014-10-02,,"TV and Digital advertisement Alaska Endorsement supporting Dan Sullivan, 10/3 - 10/14.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/982/,AK (Sen.),FALSE,S,57534862,,,,
,S4NC00162,Weyerhaeuser Corp.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Real Estate,/committee/2014/us-chamber-of-commerce/C90013145/,,1034,G2014,,70,2014-10-02,,"Digital advertisement Richard Petty Supports Thom Tillis supporting Thom Tillis, 10/2 - 10/13.",C90013145,F57,,,Washington,Google,Google,DC,1101 New York Ave. NW,,20005,/race_id/1034/,NC (Sen.),FALSE,S,57536752,,,,
,S8CO00172,Goldman Sachs Group,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Financials,/committee/2014/league-of-conservation-voters-inc/C90005786/,,992,G2014,,36,2014-10-01,,Field Canvass Consulting,C90005786,F57,,,Des Moines,"Terra Strategies, LLC","Terra Strategies, LLC",IA,321 E. Walnut,Ste 340,503092013,/race_id/992/,CO (Sen.),FALSE,S,A297E0AA5B6C94D1DABD,,,,
,S8NC00239,Capital One Financial,S,D,NC,/candidate/2014/hagan-kay-r/S8NC00239/,Financials,/committee/2014/planned-parenthood-votes/C00489799/,,1034,G2014,,54,2014-10-01,,Payment for independent expenditure originally reported on Pre-General Report. See Schedule D,C00489799,SE,, ,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1034/,NC (Sen.),FALSE,S,B534710,,,,
,S8NC00239,Anthem Inc.,S,D,NC,/candidate/2014/hagan-kay-r/S8NC00239/,Health Care,/committee/2014/planned-parenthood-votes/C00489799/,,1034,G2014,,60,2014-10-01,,Payment for independent expenditure originally reported on Pre-General Report. See Schedule D,C00489799,SE,, ,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1034/,NC (Sen.),FALSE,S,B534709,,,,
,S8CO00172,eBay Inc.,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Information Technology,/committee/2014/planned-parenthood-votes/C00489799/,,992,G2014,,91,2014-10-01,,"Printing  postage, series of mail pieces",C00489799,SE,, ,Washington,The Strategy Group,The Strategy Group,DC,1606 20th Street NW Floor 3,,20009,/race_id/992/,CO (Sen.),FALSE,S,B534706,,,,
,S8NC00239,Norfolk Southern Corp.,S,D,NC,/candidate/2014/hagan-kay-r/S8NC00239/,Industrials,/committee/2014/planned-parenthood-votes/C00489799/,,1034,G2014,,62,2014-10-01,,Payment for independent expenditure originally reported on Pre-General Report. See Schedule D,C00489799,SE,, ,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1034/,NC (Sen.),FALSE,S,B534708,,,,
,S2KY00012,SunTrust Banks,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Financials,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1014,G2014,,91,2014-10-01,,Newspaper Ad,C90013301,F57,,,Alexandria,Starboard Stragegic,Starboard Stragegic,VA,817 Slaters Lane,,22314,/race_id/1014/,KY (Sen.),FALSE,S,F57.5321,,,,
,S0NH00219,Corning Inc.,S,D,NH,/candidate/2014/shaheen-jeanne/S0NH00219/,Information Technology,/committee/2014/planned-parenthood-action-fund-inc/C90005471/,,1040,G2014,,75,2014-10-01,,Persuasion canvass events,C90005471,F57,,,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1040/,NH (Sen.),FALSE,S,57534685,,,,
,S0NH00219,M&T Bank Corp.,S,D,NH,/candidate/2014/shaheen-jeanne/S0NH00219/,Financials,/committee/2014/planned-parenthood-action-fund-inc/C90005471/,,1040,G2014,,102,2014-10-01,,Persuasion phone banks,C90005471,F57,,,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1040/,NH (Sen.),FALSE,S,57534684,,,,
,S0NH00219,Baker Hughes Inc,S,D,NH,/candidate/2014/shaheen-jeanne/S0NH00219/,Energy,/committee/2014/planned-parenthood-action-fund-inc/C90005471/,,1040,G2014,,46,2014-10-01,,Volunteer recruitment phone banks,C90005471,F57,,,Washington,Community Outreach Group LLC,Community Outreach Group LLC,DC,1110 Vermont Ave N.W. #300,,20005,/race_id/1040/,NH (Sen.),FALSE,S,57534683,,,,
24,H8CA22089,Agilent Technologies Inc,H,D,CA,/candidate/2014/capps-lois-g/H8CA22089/,Health Care,/committee/2014/political-action-committee-of-the-american-association-of-orthopaedic-surgeons/C00343137/,,579,G2014,,51,2014-10-01,,Capps-Wounded Warriors,C00343137,SE,, ,Washington,"Mammen Group, Inc","Mammen Group, Inc",DC,"1901 L Street, N.W.",,20036,/race/2014/H/CA/24/,CA-24,FALSE,S,6460319,,,,
24,H8CA22089,Discovery Communications-A,H,D,CA,/candidate/2014/capps-lois-g/H8CA22089/,Consumer Discretionary,/committee/2014/political-action-committee-of-the-american-association-of-orthopaedic-surgeons/C00343137/,,579,G2014,,15,2014-10-01,,Capps-Retirement,C00343137,SE,, ,Washington,"Mammen Group, Inc","Mammen Group, Inc",DC,"1901 L Street, N.W.",,20036,/race/2014/H/CA/24/,CA-24,FALSE,S,6460321,,,,
,S4NC00162,Amazon.com Inc,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Consumer Discretionary,/committee/2014/crossroads-grassroots-policy-strategies/C90011719/,,1034,G2014,,69,2014-09-30,,TV / Media Production,C90011719,F57,,,Stowe,Chatham Light Media,Chatham Light Media,VT,P.O. BOX 1330,,5672,/race_id/1034/,NC (Sen.),FALSE,S,E.036,,,,
,S4NC00162,"Facebook, Inc.",S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Information Technology,/committee/2014/crossroads-grassroots-policy-strategies/C90011719/,,1034,G2014,,50,2014-09-30,,TV / Media Placement,C90011719,F57,,,Alexandria,Main Street Media,Main Street Media,VA,P.O. Box 25093,,22313,/race_id/1034/,NC (Sen.),FALSE,S,E.035,,,,
,S2KY00012,HCA Holdings,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Health Care,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1014,G2014,,55,2014-09-30,,TV Advertising,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/1014/,KY (Sen.),FALSE,S,61894293,,,,
,S6KS00080,Waste Management Inc.,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Industrials,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1012,G2014,,104,2014-09-30,,Internet Advertising,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/1012/,KS (Sen.),FALSE,S,61896822,,,,
0,S4AR00103,McKesson Corp.,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Health Care,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,986,G2014,,94,2014-09-30,,TV Ad Production Cost,C00053553,SE,, ,Arlington,"Redprint Strategy, LLC","Redprint Strategy, LLC",VA,311 S. Fillmore Street,,22204,/race_id/986/,AR (Sen.),FALSE,S,61894304,,,,
,S6KS00080,Constellation Brands,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Consumer Staples,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1012,G2014,,106,2014-09-30,,TV Ad Production Cost,C00053553,SE,, ,Arlington,"Redprint Strategy, LLC","Redprint Strategy, LLC",VA,311 S. Fillmore Street,,22204,/race_id/1012/,KS (Sen.),FALSE,S,61894303,,,,
,S2KY00012,Target Corp.,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Consumer Discretionary,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1014,G2014,,69,2014-09-30,,TV Ad Production Cost,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/1014/,KY (Sen.),FALSE,S,61894308,,,,
0,S4AR00103,State Street Corp.,S,R,AR,/candidate/2014/cotton-thomas/S4AR00103/,Financials,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,986,G2014,,42,2014-09-30,,TV Advertising,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/986/,AR (Sen.),FALSE,S,61894295,,,,
,S6KS00080,L Brands Inc.,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Consumer Discretionary,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1012,G2014,,13,2014-09-30,,TV Advertising,C00053553,SE,, ,Annapolis,"Starboard Strategic, Inc.","Starboard Strategic, Inc.",MD,"705 Melvin Avenue, #105",,21401,/race_id/1012/,KS (Sen.),FALSE,S,61894291,,,,
0,S4CO00395,Seagate Technology,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Information Technology,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,992,G2014,,47,2014-09-30,,TV Ad Production Cost,C00053553,SE,, ,Arlington,"Redprint Strategy, LLC","Redprint Strategy, LLC",VA,311 S. Fillmore Street,,22204,/race_id/992/,CO (Sen.),FALSE,S,61846520,,,,
,S4NC00162,"Coty, Inc",S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Consumer Staples,/committee/2014/national-rifle-association-of-america-political-victory-fund/C00053553/,,1034,G2014,,27,2014-09-30,,TV Ad Production Cost,C00053553,SE,, ,Arlington,"Redprint Strategy, LLC","Redprint Strategy, LLC",VA,311 S. Fillmore Street,,22204,/race_id/1034/,NC (Sen.),FALSE,S,61846521,,,,
,S4NC00162,Dow Chemical,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Materials,/committee/2014/us-chamber-of-commerce/C90013145/,,1034,G2014,,62,2014-09-29,,"TV advertisement The King supporting Thom Tillis, 9/30 - 10/13.",C90013145,F57,,,Raleigh,Old School Productions,Old School Productions,NC,P.O. Box 99667,,27624,/race_id/1034/,NC (Sen.),FALSE,S,57534205,,,,
,S8CO00172,Johnson Controls International,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Industrials,/committee/2014/planned-parenthood-votes/C00489799/,,992,G2014,,28,2014-09-29,,Cable TV buy. Correction to amount previously reported on 9/30,C00489799,SE,, ,Fairfax,Screen Strategies Media,Screen Strategies Media,VA,"11150 Fairfax Blvd, Ste 550",,22030,/race_id/992/,CO (Sen.),FALSE,S,B534099,,,,
,S8CO00172,Marsh & McLennan,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Financials,/committee/2014/planned-parenthood-votes/C00489799/,,992,G2014,,72,2014-09-28,,Payment for Independent Expenditure originally reported on October Monthly Report,C00489799,SE,, ,Denver,Work for Progress,Work for Progress,CO,"1543 Wazee Street, 4th Floor",,80202,/race_id/992/,CO (Sen.),FALSE,S,B534097,,,,
,S8CO00172,Ecolab Inc.,S,D,CO,/candidate/2014/udall-mark-e/S8CO00172/,Materials,/committee/2014/planned-parenthood-votes/C00489799/,,992,G2014,,99,2014-09-28,,Payment for Independent Expenditure originally reported on October Monthly Report,C00489799,SE,, ,Washington,The Strategy Group,The Strategy Group,DC,1606 20th Street NW Floor 3,,20009,/race_id/992/,CO (Sen.),FALSE,S,B534095,,,,
,S4NC00162,Exxon Mobil Corp.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Energy,/committee/2014/crossroads-grassroots-policy-strategies/C90011719/,,1034,G2014,,116,2014-09-26,,Online Advertising,C90011719,F57,,,Alexandria,Targeted Victory,Targeted Victory,VA,1033 North Fairfax St,Suite 400,22314,/race_id/1034/,NC (Sen.),FALSE,S,E.032,,,,
6,H0PA06076,Abbott Laboratories,H,R,PA,/candidate/2014/costello-ryan-a/H0PA06076/,Health Care,/committee/2014/us-chamber-of-commerce/C90013145/,,883,G2014,,112,2014-09-24,,"TV and digital advertisement Breaks supporting Ryan Costello, 9/24 - 10/1.",C90013145,F57,,,Alexandria,R Street Films,R Street Films,VA,1626 Belle View Blvd. Suite 7496,,22307,/race/2014/H/PA/06/,PA-06,FALSE,S,57533314,,,,
10,H4VA10089,Lockheed Martin Corp.,H,R,VA,/candidate/2014/comstock-barbara-j/H4VA10089/,Industrials,/committee/2014/us-chamber-of-commerce/C90013145/,,948,G2014,,19,2014-09-24,,"TV advertisement Hungry supporting Barbara Comstock, 9/24 - 10/1.",C90013145,F57,,,Alexandria,R Street Films,R Street Films,VA,1626 Belle View Blvd. Suite 7496,,22307,/race/2014/H/VA/10/,VA-10,FALSE,S,57533328,,,,
18,H0NY19139,Accenture plc,H,R,NY,/candidate/2014/hayworth-nan/H0NY19139/,Information Technology,/committee/2014/us-chamber-of-commerce/C90013145/,,825,G2014,,100,2014-09-24,,"TV and Digital advertisement Follow Pelosi supporting Nan Hayworth, 9/24 - 10/7.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race/2014/H/NY/18/,NY-18,FALSE,S,57533341,,,,
